LAT,LONG,DATE,Ztime
47.534278, -111.724525,40323,20532800
47.534294, -111.724517,40323,20532900
47.534294, -111.724517,40323,20532900
47.534301, -111.724510,40323,20533000
47.534301, -111.724510,40323,20533000
47.534309, -111.724502,40323,20533100
47.534309, -111.724502,40323,20533100
47.534309, -111.724494,40323,20533200
47.534309, -111.724494,40323,20533200
47.534305, -111.724472,40323,20533300
47.534305, -111.724472,40323,20533300
47.534309, -111.724449,40323,20533400
47.534309, -111.724449,40323,20533400
47.534305, -111.724433,40323,20533500
47.534305, -111.724433,40323,20533500
47.534305, -111.724426,40323,20533600
47.534305, -111.724426,40323,20533600
47.534297, -111.724418,40323,20533700
47.534297, -111.724418,40323,20533700
47.534294, -111.724403,40323,20533800
47.534294, -111.724403,40323,20533800
47.534290, -111.724388,40323,20533900
47.534290, -111.724388,40323,20533900
47.534290, -111.724365,40323,20534000
47.534290, -111.724365,40323,20534000
47.534297, -111.724349,40323,20534100
47.534297, -111.724349,40323,20534100
47.534305, -111.724334,40323,20534200
47.534305, -111.724334,40323,20534200
47.534301, -111.724311,40323,20534300
47.534301, -111.724311,40323,20534300
47.534297, -111.724296,40323,20534400
47.534297, -111.724296,40323,20534400
47.534290, -111.724273,40323,20534500
47.534290, -111.724273,40323,20534500
47.534282, -111.724243,40323,20534600
47.534282, -111.724243,40323,20534600
47.534275, -111.724212,40323,20534700
47.534275, -111.724212,40323,20534700
47.534271, -111.724197,40323,20534800
47.534271, -111.724197,40323,20534800
47.534263, -111.724182,40323,20534900
47.534263, -111.724182,40323,20534900
47.534259, -111.724159,40323,20535000
47.534259, -111.724159,40323,20535000
47.534259, -111.724128,40323,20535100
47.534259, -111.724128,40323,20535100
47.534259, -111.724098,40323,20535200
47.534259, -111.724098,40323,20535200
47.534252, -111.724082,40323,20535300
47.534252, -111.724082,40323,20535300
47.534248, -111.724067,40323,20535400
47.534248, -111.724067,40323,20535400
47.534240, -111.724044,40323,20535500
47.534240, -111.724044,40323,20535500
47.534233, -111.724029,40323,20535600
47.534233, -111.724029,40323,20535600
47.534225, -111.724021,40323,20535700
47.534225, -111.724021,40323,20535700
47.534217, -111.724014,40323,20535800
47.534217, -111.724014,40323,20535800
47.534210, -111.723999,40323,20535900
47.534210, -111.723999,40323,20535900
47.534210, -111.723991,40323,20540000
47.534210, -111.723991,40323,20540000
47.534210, -111.723976,40323,20540100
47.534210, -111.723976,40323,20540100
